Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU
1,"Gonti, Lord of Luxury","Gonti, Lord of Luxury",Commander: Zendikar Rising,44,ZNC,Normal,Near Mint,English,Rare,222528,4583350
1,Trygon Predator,Trygon Predator,Modern Masters,185,MMA,Normal,Near Mint,English,Uncommon,68432,1092535
1,Fact or Fiction,Fact or Fiction,Conspiracy,97,CNS,Normal,Near Mint,English,Uncommon,83190,1187660
1,Lingering Souls,Lingering Souls,Dark Ascension,12,DKA,Normal,Near Mint,English,Uncommon,57677,760611
1,Harsh Mentor,Harsh Mentor,Amonkhet,135,AKH,Normal,Near Mint,English,Rare,130065,3327630
1,Zealous Persecution,Zealous Persecution,Alara Reborn,85,ARB,Normal,Near Mint,English,Uncommon,31839,262827
1,Oblivion Ring,Oblivion Ring,Magic 2013 (M13),22,M13,Normal,Near Mint,English,Uncommon,59921,939156
1,Smallpox,Smallpox,Magic 2012 (M12),108,M12,Normal,Near Mint,English,Uncommon,47665,474799
1,"Kari Zev, Skyship Raider","Kari Zev, Skyship Raider",Aether Revolt,87,AER,Normal,Near Mint,English,Rare,126496,3259260
1,Intangible Virtue,Intangible Virtue,Eternal Masters,15,EMA,Normal,Near Mint,English,Uncommon,118620,3145932
1,Lovestruck Beast,Lovestruck Beast,Throne of Eldraine,165,ELD,Normal,Near Mint,English,Rare,198578,4181980
1,Nightpack Ambusher,Nightpack Ambusher,Core Set 2020,185,M20,Normal,Near Mint,English,Rare,192631,4101210
1,Treasure Cruise,Treasure Cruise,Khans of Tarkir,59,KTK,Normal,Near Mint,English,Common,93286,1258877
1,Scuttling Doom Engine,Scuttling Doom Engine,Magic 2015 (M15),229,M15,Normal,Near Mint,English,Rare,91275,1231523
1,Devil's Play,Devil's Play,Innistrad,140,ISD,Normal,Near Mint,English,Rare,52183,500304
1,Innocent Blood,Innocent Blood,Odyssey,145,ODY,Normal,Near Mint,English,Common,9420,22222
1,Murderous Cut,Murderous Cut,Khans of Tarkir,81,KTK,Normal,Near Mint,English,Uncommon,92977,1255094
1,Sorcerous Spyglass,Sorcerous Spyglass,Throne of Eldraine,233,ELD,Normal,Near Mint,English,Rare,198975,4192779
1,Nekrataal,Nekrataal,Duel Decks: Jace vs. Vraska,62,DDM,Normal,Near Mint,English,Uncommon,79977,1170461
1,Temur Battle Rage,Temur Battle Rage,Double Masters,146,2XM,Normal,Near Mint,English,Common,219600,4522555
1,Accorder Paladin,Accorder Paladin,Mirrodin Besieged,1,MBS,Normal,Near Mint,English,Uncommon,39039,413840
1,Selesnya Charm,Selesnya Charm,Return to Ravnica,194,RTR,Normal,Near Mint,English,Uncommon,66405,1042550
1,Reckless Charge,Reckless Charge,Odyssey,215,ODY,Normal,Near Mint,English,Common,9490,22292
1,Ultimate Price,Ultimate Price,Return to Ravnica,82,RTR,Normal,Near Mint,English,Uncommon,66503,1043620
1,Fiend Hunter,Fiend Hunter,Innistrad,15,ISD,Normal,Near Mint,English,Uncommon,52192,501133
1,Cathartic Reunion,Cathartic Reunion,Kaladesh,109,KLD,Normal,Near Mint,English,Common,123063,3203352
1,Ghor-Clan Rampager,Ghor-Clan Rampager,Gatecrash,167,GTC,Normal,Near Mint,English,Uncommon,67418,1067454
1,Lightning Mauler,Lightning Mauler,Avacyn Restored,144,AVR,Normal,Near Mint,English,Uncommon,58362,855017
1,Madcap Skills,Madcap Skills,Gatecrash,98,GTC,Normal,Near Mint,English,Common,67497,1067915
